Name,Club,Age,International Reputation,Nationality
A. Mirante,Roma,34,2.0,Italy
D. Srna,Cagliari,36,3.0,Croatia
B. Schweinsteiger,Chicago Fire,33,4.0,Germany
Moyá,Real Sociedad,34,2.0,Spain
W. Rooney,DC United,32,4.0,England
Fernando Torres,Sagan Tosu,34,3.0,Spain
S. Sorrentino,Chievo Verona,39,2.0,Italy
V. Tsygankov,Dynamo Kyiv,20,1.0,Ukraine
Rúben Dias,SL Benfica,21,1.0,Portugal
David Neres,Ajax,21,2.0,Brazil
Raphinha,Sporting CP,21,1.0,Brazil
A. Harit,FC Schalke 04,21,2.0,Morocco
Richarlison,Everton,21,1.0,Brazil
L. Martínez,Inter,20,1.0,Argentina
F. Kessié,Milan,21,2.0,Ivory Coast
Luimo Boas Santos,Santos,30,1.0,Brazil
Gabri Prestão,Internacional,26,1.0,Brazil
Melvin Parrela,América FC (Minas Gerais),30,1.0,Brazil
Antônio Chiamuloira,Internacional,30,1.0,Brazil
Maikel Catarino,Atlético Mineiro,34,1.0,Brazil
André Silva,Sevilla FC,22,2.0,Portugal
C. Pulisic,Borussia Dortmund,19,3.0,United States
M. Dmitrović,SD Eibar,26,1.0,Serbia
L. Tousart,Olympique Lyonnais,21,2.0,France
Marcos Llorente,Real Madrid,23,1.0,Spain
B. Verbič,Dynamo Kyiv,24,1.0,Slovenia
S. Bergwijn,PSV,20,1.0,Netherlands
A. Diallo,Borussia Dortmund,22,2.0,France
A. Golovin,AS Monaco,22,1.0,Russia
M. Campaña,Independiente,29,1.0,Uruguay
C. Pavón,Boca Juniors,22,1.0,Argentina
K. Toko-Ekambi,Villarreal CF,25,2.0,Cameroon
Granell,Girona FC,29,1.0,Spain
F. Cervi,SL Benfica,24,2.0,Argentina
J. Weigl,Borussia Dortmund,22,3.0,Germany
V. Lindelöf,Manchester United,23,2.0,Sweden
A. Rebić,Eintracht Frankfurt,24,1.0,Croatia
A. Sanabria,Real Betis,22,1.0,Paraguay
R. Battaglia,Sporting CP,26,1.0,Argentina
M. Philipp,Borussia Dortmund,24,2.0,Germany
A. Saint-Maximin,OGC Nice,21,2.0,France
D. Zappacosta,Chelsea,26,2.0,Italy
L. Alario,Bayer 04 Leverkusen,25,2.0,Argentina
D. Benedetto,Boca Juniors,28,2.0,Argentina
I. Marcone,Cruz Azul,28,1.0,Argentina
J. Gbamin,1. FSV Mainz 05,22,1.0,Ivory Coast
J. Lerma,Bournemouth,23,1.0,Colombia
Ricardo Horta,SC Braga,23,1.0,Portugal
R. Zobnin,Spartak Moscow,24,1.0,Russia
M. Meyer,Crystal Palace,22,2.0,Germany
Bruma,RB Leipzig,23,2.0,Portugal
R. Centurión,Racing Club,25,1.0,Argentina
Jonny,Wolverhampton Wanderers,24,2.0,Spain
Otávio,FC Porto,23,1.0,Brazil
J. Hofmann,Borussia Mönchengladbach,25,2.0,Germany
N. Aké,Bournemouth,23,1.0,Netherlands
J. Hector,1. FC Köln,28,3.0,Germany
S. Kolašinac,Arsenal,25,2.0,Bosnia Herzegovina
G. Pizarro,Tigres U.A.N.L.,28,1.0,Argentina
Roger,Levante UD,27,2.0,Spain
Sergio Rico,Fulham,24,2.0,Spain
L. Milivojević,Crystal Palace,27,1.0,Serbia
D. Baselli,Torino,26,2.0,Italy
K. Rekik,Hertha BSC,23,1.0,Netherlands
Denis Suárez,FC Barcelona,24,2.0,Spain
W. Orban,RB Leipzig,25,2.0,Hungary
Mário Rui,Napoli,27,2.0,Portugal
Iñigo Martínez,Athletic Club de Bilbao,27,2.0,Spain
K. Zouma,Everton,23,2.0,France
Roque Mesa,Sevilla FC,29,2.0,Spain
J. Brooks,VfL Wolfsburg,25,2.0,United States
L. Karius,Beşiktaş JK,25,2.0,Germany
Zé Luís,Spartak Moscow,27,1.0,Cape Verde
D. Klaassen,SV Werder Bremen,25,2.0,Netherlands
M. Elyounoussi,Southampton,23,1.0,Norway
L. Bittencourt,TSG 1899 Hoffenheim,24,2.0,Germany
Sergi Darder,RCD Espanyol,24,2.0,Spain
J. Roussillon,VfL Wolfsburg,25,2.0,France
D. Demme,RB Leipzig,26,1.0,Germany
J. Gouweleeuw,FC Augsburg,26,1.0,Netherlands
M. Rojo,Manchester United,28,3.0,Argentina
J. Veretout,Fiorentina,25,1.0,France
L. Kurzawa,Paris Saint-Germain,25,2.0,France
G. Ramírez,Sampdoria,27,2.0,Uruguay
David López,RCD Espanyol,28,1.0,Spain
C. Tătăruşanu,FC Nantes,32,2.0,Romania
A. Mandi,Real Betis,26,1.0,Algeria
D. Sidibé,AS Monaco,25,2.0,France
Y. Konoplyanka,FC Schalke 04,28,2.0,Ukraine
S. Berghuis,Feyenoord,26,2.0,Netherlands
H. Vanaken,Club Brugge KV,25,1.0,Belgium
Campaña,Levante UD,25,1.0,Spain
M. van Ginkel,Chelsea,25,2.0,Netherlands
Nolito,Sevilla FC,31,3.0,Spain
M. Gregoritsch,FC Augsburg,24,2.0,Austria
Ibai Gómez,Deportivo Alavés,28,1.0,Spain
Danilo,Manchester City,26,2.0,Brazil
R. Barkley,Chelsea,24,2.0,England
M. Ryan,Brighton & Hove Albion,26,1.0,Australia
Sergio León,Real Betis,29,2.0,Spain
B. Stambouli,FC Schalke 04,27,2.0,France
J. Guilavogui,VfL Wolfsburg,27,2.0,France
Sérgio Oliveira,FC Porto,26,1.0,Portugal
D. Caligiuri,FC Schalke 04,30,2.0,Italy
C. Wilson,Bournemouth,26,1.0,England
P. Jones,Manchester United,26,2.0,England
Borja García,Girona FC,27,1.0,Spain
Y. Belhanda,Galatasaray SK,28,2.0,Morocco
G. Pezzella,Fiorentina,27,1.0,Argentina
Jaume Costa,Villarreal CF,30,1.0,Spain
C. Tosun,Everton,27,2.0,Turkey
Escudero,Sevilla FC,28,1.0,Spain
Kike García,SD Eibar,28,1.0,Spain
Elkeson,Shanghai SIPG FC,28,2.0,Brazil
Ricardo Goulart,Guangzhou Evergrande Taobao FC,27,2.0,Brazil
J. Guðmundsson,Burnley,27,1.0,Iceland
N. Clyne,Liverpool,27,2.0,England
M. Hitz,Borussia Dortmund,30,2.0,Switzerland
De Marcos,Athletic Club de Bilbao,29,2.0,Spain
B. Mee,Burnley,28,1.0,England
Rafael,Olympique Lyonnais,27,2.0,Brazil
Iborra,Leicester City,30,2.0,Spain
J. Wilshere,West Ham United,26,3.0,England
B. Hübner,TSG 1899 Hoffenheim,28,2.0,Germany
Souza,Al Ahli,29,2.0,Brazil
F. Coquelin,Valencia CF,27,2.0,France
Alex Teixeira,Jiangsu Suning FC,28,3.0,Brazil
A. Dzagoev,PFC CSKA Moscow,28,3.0,Russia
Y. M'Vila,AS Saint-Étienne,28,2.0,France
K. Asamoah,Inter,29,2.0,Ghana
R. Zieler,VfB Stuttgart,29,2.0,Germany
D. Drinkwater,Chelsea,28,2.0,England
N. Kalinić,Atlético Madrid,30,3.0,Croatia
Mariano,Galatasaray SK,32,1.0,Brazil
S. Feghouli,Galatasaray SK,28,3.0,Algeria
Adrien Silva,Leicester City,29,3.0,Portugal
Fernando,Galatasaray SK,30,2.0,Brazil
I. Traoré,Borussia Mönchengladbach,30,2.0,Guinea
G. Mercado,Sevilla FC,31,1.0,Argentina
N. Petersen,SC Freiburg,29,2.0,Germany
O. Karnezis,Napoli,32,2.0,Greece
M. Sakho,Crystal Palace,28,3.0,France
Sidnei,Real Betis,28,2.0,Brazil
S. Jovetić,AS Monaco,28,3.0,Montenegro
Eder,Jiangsu Suning FC,31,3.0,Italy
J. Hernández,West Ham United,30,3.0,Mexico
Fabricio,Fulham,30,1.0,Spain
Kiko Casilla,Real Madrid,31,2.0,Spain
Ángel,Getafe CF,31,1.0,Spain
M. Schneiderlin,Everton,28,2.0,France
M. Fellaini,Manchester United,30,3.0,Belgium
P. Wernbloom,PAOK,32,2.0,Sweden
D. Ospina,Napoli,29,2.0,Colombia
S. Mignolet,Liverpool,30,3.0,Belgium
A. Begović,Bournemouth,31,3.0,Bosnia Herzegovina
N. Şahin,SV Werder Bremen,29,3.0,Turkey
R. Bertrand,Southampton,28,2.0,England
A. Masiello,Atalanta,32,2.0,Italy
T. Walcott,Everton,29,3.0,England
Charles,SD Eibar,34,1.0,Brazil
T. Heaton,Burnley,32,2.0,England
H. Ben Arfa,Stade Rennais FC,31,3.0,France
D. Abraham,Eintracht Frankfurt,31,2.0,Argentina
E. Lavezzi,Hebei China Fortune FC,33,3.0,Argentina
S. Kalou,Hertha BSC,32,3.0,Ivory Coast
J. Farfán,Lokomotiv Moscow,33,2.0,Peru
R. Babel,Beşiktaş JK,31,3.0,Netherlands
A. Young,Manchester United,32,2.0,England
J. Hart,Burnley,31,3.0,England
L. López,Racing Club,35,2.0,Argentina
D. Baier,FC Augsburg,34,2.0,Germany
B. Yılmaz,Trabzonspor,32,2.0,Turkey
R. Adler,1. FSV Mainz 05,33,2.0,Germany
S. Lichtsteiner,Arsenal,34,3.0,Switzerland
E. Adebayor,Medipol Başakşehir FK,34,3.0,Togo
E. Belözoğlu,Medipol Başakşehir FK,37,2.0,Turkey
Loren,Real Betis,24,1.0,Spain
Éder Militão,FC Porto,20,1.0,Brazil
F. Chiesa,Fiorentina,20,2.0,Italy
M. Lazzari,SPAL,24,1.0,Italy
A. Hakimi,Borussia Dortmund,19,1.0,Morocco
S. Nakajima,Portimonense SC,23,1.0,Japan
L. Jović,Eintracht Frankfurt,20,1.0,Serbia
S. Ascacíbar,VfB Stuttgart,21,1.0,Argentina
A. Lafont,Fiorentina,19,2.0,France
T. Alexander-Arnold,Liverpool,19,1.0,England
F. Krovinović,SL Benfica,22,1.0,Croatia
Sidney Pessinho,Internacional,26,1.0,Brazil
Everticinho,Grêmio,30,1.0,Brazil
Claudio Coíntra,Internacional,34,1.0,Brazil
Ronaldo Esler,Atlético Mineiro,30,1.0,Brazil
P. Lees-Melou,OGC Nice,25,1.0,France
B. Chilwell,Leicester City,21,1.0,England
João Novais,SC Braga,24,1.0,Portugal
D. Calabria,Milan,21,1.0,Italy
F. Mendy,Olympique Lyonnais,23,1.0,France
L. Pellegrini,Roma,22,2.0,Italy
Soares,FC Porto,27,1.0,Brazil
Daniel Podence,Olympiacos CFP,22,1.0,Portugal
M. Díaz,Club Atlético Huracán,32,1.0,Argentina
G. Martínez,River Plate,25,1.0,Argentina
M. Eggestein,SV Werder Bremen,21,1.0,Germany
Trezeguet,Kasimpaşa SK,23,3.0,Egypt
N. Amiri,TSG 1899 Hoffenheim,21,1.0,Germany
Vallejo,Real Madrid,21,1.0,Spain
J. Gomez,Liverpool,21,1.0,England
Diogo Jota,Wolverhampton Wanderers,21,2.0,Portugal
Joan Jordán,SD Eibar,23,1.0,Spain
Dyego Sousa,SC Braga,28,1.0,Brazil
A. Marušić,Lazio,25,1.0,Montenegro
David Soria,Getafe CF,25,1.0,Spain
V. Rongier,FC Nantes,23,2.0,France
W. Weghorst,VfL Wolfsburg,25,1.0,Netherlands
O. Al Soma,Al Ahli,29,2.0,Syria
M. Nakamba,Club Brugge KV,24,1.0,Zimbabwe
Petros,Al Nassr,29,1.0,Brazil
Pablo Maffeo,VfB Stuttgart,20,1.0,Spain
Y. Mina,Everton,23,1.0,Colombia
M. Dúbravka,Newcastle United,29,1.0,Slovakia
Diego Carlos,FC Nantes,25,2.0,Brazil
D. Djené,Getafe CF,26,1.0,Togo
G. Simeone,Fiorentina,22,2.0,Argentina
M. Meza,Independiente,25,1.0,Argentina
Bastos,Lazio,26,2.0,Angola
S. Lobotka,RC Celta,23,1.0,Slovakia
Y. Tielemans,AS Monaco,21,2.0,Belgium
Marcelo Goiano,SC Braga,30,1.0,Brazil
K. Tete,Olympique Lyonnais,22,2.0,Netherlands
Capa,Athletic Club de Bilbao,26,1.0,Spain
M. Sportiello,Frosinone,26,2.0,Italy
Jemerson,AS Monaco,25,2.0,Brazil
N. Maksimović,Napoli,26,2.0,Serbia
D. Zapata,Atalanta,27,2.0,Colombia
J. Correa,Lazio,23,1.0,Argentina
E. Rigoni,Atalanta,25,1.0,Argentina
C. Izquierdoz,Boca Juniors,29,1.0,Argentina
W. Barrios,Boca Juniors,24,1.0,Colombia
J. Mojica,Girona FC,25,1.0,Colombia
A. Selikhov,Spartak Moscow,24,1.0,Russia
A. Iwobi,Arsenal,22,1.0,Nigeria
D. Laxalt,Milan,25,2.0,Uruguay
N. Bentaleb,FC Schalke 04,23,2.0,Algeria
N. Stark,Hertha BSC,23,1.0,Germany
M. Lemina,Southampton,24,2.0,Gabon
L. Dendoncker,Wolverhampton Wanderers,23,2.0,Belgium
Ricardo Esgaio,SC Braga,25,1.0,Portugal
P. Sisto,RC Celta,23,1.0,Denmark
P. Max,FC Augsburg,24,1.0,Germany
R. Gagliardini,Inter,24,2.0,Italy
Pere Pons,Girona FC,25,1.0,Spain
D. Berardi,Sassuolo,23,2.0,Italy
M. Halstenberg,RB Leipzig,26,2.0,Germany
J. Quintero,River Plate,25,2.0,Colombia
Tiago Volpi,Querétaro,27,2.0,Brazil
Óliver Torres,FC Porto,23,3.0,Spain
Omar Mascarell,FC Schalke 04,25,1.0,Spain
H. Sakai,Olympique de Marseille,28,1.0,Japan
Andreas Pereira,Manchester United,22,1.0,Brazil
A. Januzaj,Real Sociedad,23,1.0,Belgium
B. Cristante,Roma,23,2.0,Italy
Matheus,SC Braga,25,1.0,Brazil
B. Traoré,Olympique Lyonnais,22,2.0,Burkina Faso
Y. Poulsen,RB Leipzig,24,2.0,Denmark
L. Trossard,KRC Genk,23,1.0,Belgium
M. Arnold,VfL Wolfsburg,24,2.0,Germany
M. De Sciglio,Juventus,25,2.0,Italy
Leo Baptistao,RCD Espanyol,25,2.0,Brazil
V. Chiricheş,Napoli,28,2.0,Romania
L. Pavoletti,Cagliari,29,2.0,Italy
A. Cragno,Cagliari,24,1.0,Italy
L. Castro,Cagliari,29,2.0,Argentina
N. Füllkrug,Hannover 96,25,1.0,Germany
F. Fajr,Stade Malherbe Caen,29,2.0,Morocco
R. Jiménez,Wolverhampton Wanderers,27,3.0,Mexico
E. Sala,FC Nantes,27,2.0,Argentina
S. García,Godoy Cruz,27,1.0,Uruguay
S. Arias,Atlético Madrid,26,2.0,Colombia
B. Reynet,Toulouse Football Club,27,2.0,France
Pozuelo,KRC Genk,26,1.0,Spain
A. Trebel,RSC Anderlecht,27,1.0,France
J. Lascelles,Newcastle United,24,1.0,England
T. Kongolo,Huddersfield Town,24,2.0,Netherlands
A. Carrillo,Al Hilal,27,2.0,Peru
Álvaro,Villarreal CF,28,1.0,Spain
G. Defrel,Sampdoria,27,2.0,France
Fernando,Spartak Moscow,26,1.0,Brazil
V. Darida,Hertha BSC,27,2.0,Czech Republic
R. Saponara,Sampdoria,26,2.0,Italy
Pedro Mendes,Montpellier HSC,27,1.0,Portugal
C. Schindler,Huddersfield Town,28,1.0,Germany
N. Chadli,AS Monaco,28,2.0,Belgium
Arbilla,SD Eibar,31,1.0,Spain
L. Dunk,Brighton & Hove Albion,26,1.0,England
P. Hernández,Independiente,31,2.0,Chile
J. Guidetti,Deportivo Alavés,26,2.0,Sweden
Sergi Gómez,Sevilla FC,26,1.0,Spain
Oriol Romeu,Southampton,26,2.0,Spain
Lucas Pérez,West Ham United,29,2.0,Spain
B. Natcho,Olympiacos CFP,30,2.0,Israel
Cláudio Ramos,CD Tondela,26,1.0,Portugal
F. Lejeune,Newcastle United,27,2.0,France
G. Krychowiak,Lokomotiv Moscow,28,3.0,Poland
N. Lodeiro,Seattle Sounders FC,29,2.0,Uruguay
O. Özyakup,Beşiktaş JK,25,2.0,Turkey
C. Tévez,Boca Juniors,34,3.0,Argentina
K. Papadopoulos,Hamburger SV,26,2.0,Greece
M. Gradel,Toulouse Football Club,30,2.0,Ivory Coast
M. Debuchy,AS Saint-Étienne,32,3.0,France
V. Moses,Chelsea,27,2.0,Nigeria
Z. Junuzović,FC Red Bull Salzburg,30,2.0,Austria
Granero,RCD Espanyol,30,2.0,Spain
J. Baumgartlinger,Bayer 04 Leverkusen,30,2.0,Austria
Fábio Coentrão,Rio Ave FC,30,3.0,Portugal
B. Costil,FC Girondins de Bordeaux,30,2.0,France
Hilton,Montpellier HSC,40,2.0,Brazil
N. Gudelj,Sporting CP,26,2.0,Serbia
L. Pratto,River Plate,30,2.0,Argentina
E. Hernández,Cruz Azul,30,1.0,Mexico
Jurado,Al Ahli,32,2.0,Spain
R. Cabella,AS Saint-Étienne,28,2.0,France
Rafael Tolói,Atalanta,27,2.0,Brazil
C. Bravo,Manchester City,35,3.0,Chile
Hernanes,Hebei China Fortune FC,33,3.0,Brazil
K. Honda,Melbourne Victory,32,3.0,Japan
J. Holebas,Watford,34,2.0,Greece
Javi García,Real Betis,31,2.0,Spain
Sergio,RC Celta,31,2.0,Spain
M. Cáceres,Lazio,31,2.0,Uruguay
Daniel Carriço,Sevilla FC,29,2.0,Portugal
J. Cork,Burnley,29,2.0,England
J. Tomkins,Crystal Palace,29,2.0,England
Guilherme,Lokomotiv Moscow,32,2.0,Russia
Gervinho,Parma,31,3.0,Ivory Coast
J. Shelvey,Newcastle United,26,2.0,England
R. Eremenko,Spartak Moscow,31,2.0,Finland
R. Vormer,Club Brugge KV,30,2.0,Netherlands
J. Lens,Beşiktaş JK,30,2.0,Netherlands
Adriano,Beşiktaş JK,33,2.0,Brazil
S. Cook,Bournemouth,27,1.0,England
L. Podolski,Vissel Kobe,33,3.0,Germany
C. Ansaldi,Torino,31,2.0,Argentina
Manu García,Deportivo Alavés,32,1.0,Spain
R. Alessandrini,LA Galaxy,29,2.0,France
J. Ward-Prowse,Southampton,23,2.0,England
M. Harnik,SV Werder Bremen,31,2.0,Austria
B. Moukandjo,Beijing Renhe FC,29,2.0,Cameroon
G. Pereiro,PSV,23,1.0,Uruguay
G. Castro,VfB Stuttgart,31,2.0,Germany
Aarón Martín,1. FSV Mainz 05,21,1.0,Spain
F. Johnson,Borussia Mönchengladbach,30,2.0,United States
L. López,Genoa,28,3.0,Argentina
M. Dossevi,Toulouse Football Club,30,1.0,Togo
Caiuby,FC Augsburg,29,2.0,Brazil
Gabriel,SL Benfica,24,1.0,Brazil
Iván Ramis,SD Eibar,33,2.0,Spain
M. Suchý,FC Basel 1893,30,1.0,Czech Republic
T. Vilhena,Feyenoord,23,2.0,Netherlands
E. Çolak,Al Wehda,27,2.0,Turkey
V. Germain,Olympique de Marseille,28,2.0,France
G. Hoarau,BSC Young Boys,34,2.0,France
Sergio García,RCD Espanyol,35,2.0,Spain
E. Choupo-Moting,Paris Saint-Germain,29,2.0,Cameroon
J. Pinola,River Plate,35,2.0,Argentina
J. Hendrix,PSV,23,1.0,Netherlands
J. Izquierdo,Brighton & Hove Albion,25,2.0,Colombia
S. Sydorchuk,Dynamo Kyiv,27,1.0,Ukraine
C. Grenier,Stade Rennais FC,27,2.0,France
T. Strobl,Borussia Mönchengladbach,28,2.0,Germany
V. Odjidja-Ofoe,KAA Gent,29,2.0,Belgium
N. Guzmán,Tigres U.A.N.L.,32,3.0,Argentina
F. Fabra,Boca Juniors,27,1.0,Colombia
J. Maddison,Leicester City,21,1.0,England
K. El Ahmadi,Al Ittihad,33,2.0,Morocco
M. Carcela-González,Standard de Liège,29,2.0,Morocco
M. Gabbiadini,Southampton,26,2.0,Italy
Gomes,Watford,37,2.0,Brazil
M. Ritchie,Newcastle United,28,1.0,Scotland
G. Bou,Racing Club,28,1.0,Argentina
Javi Fuego,Villarreal CF,34,2.0,Spain
E. Akbaba,Galatasaray SK,25,1.0,Turkey
J. Amavi,Olympique de Marseille,24,1.0,France
R. Malinovskyi,KRC Genk,25,1.0,Ukraine
D. Welbeck,Arsenal,27,3.0,England
G. Conti,SL Benfica,23,1.0,Argentina
Bruno,Getafe CF,28,1.0,Spain
Garry Rodrigues,Galatasaray SK,27,2.0,Cape Verde
A. Schwolow,SC Freiburg,26,1.0,Germany
L. Cook,Bournemouth,21,1.0,England
P. Pérez,Boca Juniors,32,1.0,Argentina
Gazzolisco,Internacional,30,1.0,Brazil
Jonatan Soriano,Beijing Sinobo Guoan FC,32,2.0,Spain
Rubén Peña,SD Eibar,26,1.0,Spain
Mikel San José,Athletic Club de Bilbao,29,2.0,Spain
P. Groß,Brighton & Hove Albion,27,2.0,Germany
L. Baines,Everton,33,3.0,England
A. Ogbonna,West Ham United,30,2.0,Italy
Juan Jesus,Roma,27,2.0,Brazil
J. Martínez,Portimonense SC,31,3.0,Colombia
N. Elvedi,Borussia Mönchengladbach,21,2.0,Switzerland
G. Moreno,Shanghai Greenland Shenhua FC,32,1.0,Colombia
J. Valdivia,Colo-Colo,34,2.0,Chile
A. Carroll,West Ham United,29,2.0,England
A. Pyatov,Shakhtar Donetsk,34,2.0,Ukraine
T. Gutiérrez,Junior FC,33,2.0,Colombia
Álex Remiro,Athletic Club de Bilbao,23,1.0,Spain
Wilson Eduardo,SC Braga,27,1.0,Portugal
Jorge Meré,1. FC Köln,21,1.0,Spain
M. Elneny,Arsenal,25,1.0,Egypt
D. Torres,Deportivo Alavés,28,1.0,Colombia
Y. Bounou,Girona FC,27,1.0,Morocco
A. Prijović,PAOK,28,1.0,Serbia
A. Jahanbakhsh,Brighton & Hove Albion,24,2.0,Iran
J. Calleri,Deportivo Alavés,24,1.0,Argentina
Simão Acunha,Atlético Mineiro,30,1.0,Brazil
N. Müller,Eintracht Frankfurt,30,2.0,Germany
L. Ocampos,Olympique de Marseille,23,2.0,Argentina
J. Rodriguez,West Bromwich Albion,28,2.0,England
V. Ibišević,Hertha BSC,33,2.0,Bosnia Herzegovina
S. Rondón,Newcastle United,28,2.0,Venezuela
Victor Sánchez,RCD Espanyol,30,1.0,Spain
D. Suárez,Getafe CF,30,1.0,Uruguay
K. Huntelaar,Ajax,34,3.0,Netherlands
L. Dubois,Olympique Lyonnais,23,1.0,France
André Pinto,Sporting CP,28,1.0,Portugal
K. Lala,RC Strasbourg Alsace,26,1.0,France
O. Kıvrak,Trabzonspor,30,2.0,Turkey
A. Bertolacci,Milan,27,2.0,Italy
E. Giaccherini,Chievo Verona,33,2.0,Italy
A. Živković,SL Benfica,21,1.0,Serbia
R. Ábila,Boca Juniors,28,1.0,Argentina
P. Diop,SD Eibar,32,1.0,Senegal
D. Garmash,Dynamo Kyiv,28,1.0,Ukraine
T. Chandler,Eintracht Frankfurt,28,2.0,United States
R. Klavan,Cagliari,32,2.0,Estonia
A. Miranchuk,Lokomotiv Moscow,22,1.0,Russia
D. Da Silva,Stade Rennais FC,30,2.0,France
D. Benaglio,AS Monaco,34,3.0,Switzerland
T. Rincón,Torino,30,2.0,Venezuela
M. Pereira,FC Porto,34,3.0,Uruguay
C. Borges,Göztepe SK,30,2.0,Costa Rica
J. Sand,Deportivo Cali,37,1.0,Argentina
Markel Bergara,Getafe CF,32,1.0,Spain
Vágner Love,Beşiktaş JK,34,3.0,Brazil
B. Bourigeaud,Stade Rennais FC,24,1.0,France
R. Soriano,Torino,27,2.0,Italy
R. Sambueza,Deportivo Toluca,34,1.0,Argentina
Montoya,Brighton & Hove Albion,27,2.0,Spain
A. Poli,Bologna,28,2.0,Italy
C. Austin,Southampton,28,1.0,England
L. Tonelli,Sampdoria,28,2.0,Italy
M. Zárate,Boca Juniors,31,2.0,Argentina
J. Sancho,Borussia Dortmund,18,1.0,England
D. Basta,Lazio,33,2.0,Serbia
Marçal,Olympique Lyonnais,29,2.0,Brazil
Munir,FC Barcelona,22,2.0,Spain
J. McCarthy,Everton,27,2.0,Republic of Ireland
J. Aquino,Tigres U.A.N.L.,28,1.0,Mexico
H. Pérez,RCD Espanyol,29,1.0,Paraguay
Jô,Nagoya Grampus,31,2.0,Brazil
R. Gurtner,Amiens SC,31,1.0,France
C. Sánchez,West Ham United,32,2.0,Colombia
M. Sissoko,Tottenham Hotspur,28,2.0,France
W. Anton,Hannover 96,21,1.0,Germany
E. Skhiri,Montpellier HSC,23,1.0,Tunisia
Rúben Vezo,Valencia CF,24,1.0,Portugal
Jorge Molina,Getafe CF,36,1.0,Spain
M. Hasebe,Eintracht Frankfurt,34,2.0,Japan
A. Schürrle,Fulham,27,3.0,Germany
O. Ighalo,Changchun Yatai FC,29,1.0,Nigeria
L. Acosta,Club Atlético Lanús,30,1.0,Argentina
V. Babacan,Medipol Başakşehir FK,29,2.0,Turkey
R. Aguilar,Montpellier HSC,25,1.0,France
Yeray,Athletic Club de Bilbao,23,2.0,Spain
J. Defoe,Bournemouth,35,2.0,England
L. Schøne,Ajax,32,2.0,Denmark
C. Ünder,Roma,20,1.0,Turkey
M. Dabbur,FC Red Bull Salzburg,26,2.0,Israel
Roberto,RCD Espanyol,32,2.0,Spain
Djaniny,Al Ahli,27,1.0,Cape Verde
Wallace,Lazio,23,2.0,Brazil
Pedro Obiang,West Ham United,26,2.0,Equatorial Guinea
D. Heintz,SC Freiburg,24,2.0,Germany
N. Mukiele,RB Leipzig,20,1.0,France
T. Vermaelen,FC Barcelona,32,3.0,Belgium
I. Abate,Milan,31,2.0,Italy
Diego Llorente,Real Sociedad,24,1.0,Spain
C. Wood,Burnley,26,1.0,New Zealand
Formosandrinho,Botafogo,26,1.0,Brazil
E. Pulgar,Bologna,24,1.0,Chile
V. Vasin,PFC CSKA Moscow,29,1.0,Russia
V. Grifo,TSG 1899 Hoffenheim,25,1.0,Italy
A. Turan,Medipol Başakşehir FK,31,3.0,Turkey
J. dos Santos,LA Galaxy,28,1.0,Mexico
D. Schwaab,PSV,29,2.0,Germany
M. Schmelzer,Borussia Dortmund,30,2.0,Germany
L. Spinazzola,Juventus,25,2.0,Italy
A. Dragović,Bayer 04 Leverkusen,27,2.0,Austria
D. Pröpper,Brighton & Hove Albion,26,2.0,Netherlands
R. Inglese,Parma,26,2.0,Italy
A. Marchesín,Club América,30,1.0,Argentina
R. De Paul,Udinese,24,1.0,Argentina
C. Gentner,VfB Stuttgart,32,2.0,Germany
G. Murray,Brighton & Hove Albion,34,1.0,England
Rafael Carioca,Tigres U.A.N.L.,29,1.0,Brazil
A. McCarthy,Southampton,28,1.0,England
L. Chichizola,Getafe CF,28,1.0,Argentina
D. Zakaria,Borussia Mönchengladbach,21,1.0,Switzerland
G. Dzhikiya,Spartak Moscow,24,1.0,Russia
N. Castillo,SL Benfica,25,2.0,Chile
D. Origi,Liverpool,23,2.0,Belgium
O. Yokuşlu,RC Celta,24,1.0,Turkey
D. Cheryshev,Valencia CF,27,2.0,Russia
D. Selke,Hertha BSC,23,1.0,Germany
Wendell,Bayer 04 Leverkusen,24,2.0,Brazil
M. Layún,Villarreal CF,30,3.0,Mexico
Y. Sabaly,FC Girondins de Bordeaux,25,2.0,Senegal
P. Cutrone,Milan,20,1.0,Italy
F. Marchetti,Genoa,35,2.0,Italy
W. Cyprien,OGC Nice,23,2.0,France
G. Paletta,Jiangsu Suning FC,32,3.0,Italy
F. Caicedo,Lazio,29,2.0,Ecuador
Jordi Masip,Real Valladolid CF,29,1.0,Spain
B. Espinosa,Girona FC,28,1.0,Colombia
M. Benassi,Fiorentina,23,2.0,Italy
P. Jagielka,Everton,35,2.0,England
J. Kucka,Trabzonspor,31,2.0,Slovakia
R. Brady,Burnley,26,1.0,Republic of Ireland
A. Szymanowski,CD Leganés,29,2.0,Argentina
W. Reid,West Ham United,29,2.0,New Zealand
Cédric,Southampton,26,2.0,Portugal
R. Civelli,Club Atlético Banfield,34,2.0,Argentina
R. Loftus-Cheek,Chelsea,22,1.0,England
S. De Maio,Bologna,31,2.0,France
S. Brown,Celtic,33,2.0,Scotland
A. Mitrović,Fulham,23,1.0,Serbia
P. Skjelbred,Hertha BSC,31,2.0,Norway
D. Cvitanich,Club Atlético Banfield,34,2.0,Argentina
K. Lasagna,Udinese,25,2.0,Italy
R. Palacio,Bologna,36,2.0,Argentina
